Stock,Rank,Latest_Price,1M_Return_Normalized,3M_Return_Normalized,6M_Return_Normalized,Strength_Score_Normalized,20_MA,20_MAV,Liquidity
JAIBALAJI,1,152.02999877929688,54.0,34.0,43.0,59.0,136.18800086975097,1094943.0,149118098.23632774
CUPID,2,58.42250061035156,58.0,60.0,21.0,47.0,47.29799976348877,1990799.0,94160810.63115367
UNITECH,3,7.0,47.0,55.0,23.0,45.0,7.137499976158142,12113706.4,86461579.14118673
INOXWIND,4,131.08749389648438,69.0,58.0,13.0,41.0,104.14562454223633,15462268.2,1610327578.5285604
VLEGOV,5,66.30000305175781,100.0,41.0,9.0,40.0,38.32750005722046,2526419.8,96831355.0290629
GALLANTT,6,178.2917938232422,83.0,42.0,12.0,39.0,126.45002365112305,1239620.45,156750035.2209158
ESSARSHPNG,7,33.599998474121094,71.0,48.0,12.0,38.0,30.194999790191652,2201034.45,66460234.7559546
SKYGOLD,8,99.65499877929688,33.0,65.0,15.0,38.0,108.91550025939941,1171288.5,127571472.92558154
ARSHIYA,9,8.350000381469727,94.0,39.0,7.0,36.0,6.760000014305115,1892470.7,12793101.95907201
HINDCON,10,54.94053268432617,66.0,44.0,13.0,36.0,45.234872817993164,940099.0,42525258.701322556
RHFL,11,4.449999809265137,87.0,49.0,6.0,36.0,3.0900000095367433,5847225.2,18067925.923763487
PRAKASHSTL,12,10.100000381469728,82.0,37.0,10.0,35.0,7.6,3150725.35,23945512.66
IWEL,13,5629.5498046875,58.0,49.0,11.0,34.0,4749.754992675781,19224.0,91309289.97919922
MANGLMCEM,14,748.0282592773438,65.0,42.0,10.0,33.0,612.8290893554688,498571.8,305539302.1723169
PCJEWELLER,15,5.025000095367432,79.0,39.0,8.0,33.0,3.8222500324249267,185038512.5,707263460.4029852
AAKASH,16,12.050000190734863,72.0,42.0,9.0,33.0,10.957500052452087,2007896.65,22001527.64769337
SANDUMA,17,457.25140380859375,77.0,37.0,7.0,32.0,387.12973937988284,1107326.7,428679096.7793857
CONSOFINVT,18,329.79998779296875,49.0,47.0,10.0,31.0,300.0649978637695,118809.15,35650467.34094627
HINDCOPPER,19,270.72003173828125,67.0,34.0,10.0,31.0,206.99613571166992,26342596.45,5452815669.761954
V2RETAIL,20,315.3999938964844,60.0,39.0,10.0,31.0,263.1199981689453,54981.75,14466797.959325409
INOXGREEN,21,112.6999969482422,68.0,36.0,8.0,31.0,96.8174991607666,10341092.4,1001198704.75841
KESORAMIND,22,176.75,48.0,42.0,12.0,31.0,165.86749877929688,4169650.7,691609532.3923444
PREMEXPLN,23,311.8374938964844,45.0,31.0,15.0,31.0,313.8361328125,216074.0,67811828.56132813
NLCINDIA,24,245.6549835205078,59.0,39.0,10.0,31.0,207.16462173461915,8705129.85,1803394932.525992
CYBERMEDIA,25,30.799999237060547,76.0,34.0,8.0,31.0,26.617499923706056,428356.5,11401779.106068993
OMINFRAL,26,148.81314086914062,53.0,34.0,13.0,31.0,131.48650131225585,155591.5,20458181.968925856
JAICORPLTD,27,406.62347412109375,54.0,40.0,10.0,30.0,350.9955123901367,1668912.0,585780622.5740478
GMRP&UI,28,54.25,54.0,32.0,12.0,30.0,50.400000381469724,10746174.75,541607211.4993403
IREDA,29,104.6500015258789,72.0,35.0,7.0,30.0,95.43250026702881,108722151.55,10375626756.827322
IRFC,30,98.84874725341795,56.0,26.0,13.0,30.0,88.16146316528321,153643327.4,13545420549.166649
SURYAROSNI,31,397.4307861328125,68.0,33.0,9.0,30.0,284.91211090087893,2116435.5,602998105.8905572
WEBELSOLAR,32,249.1000061035156,51.0,34.0,12.0,30.0,242.43250122070313,524539.25,127165362.3659317
VERTOZ,33,23.767499923706055,59.0,33.0,9.0,29.0,20.59312505722046,10529788.0,216841241.1100193
SPCENET,34,35.70000076293945,61.0,31.0,9.0,29.0,30.225000190734864,3618688.15,109374850.02396
NAGAFERT,35,14.149999618530272,73.0,34.0,6.0,29.0,10.790000009536744,6223745.0,67154208.60935426
HUDCO,36,124.79341888427734,64.0,28.0,10.0,29.0,101.00436553955078,50987481.8,5149958249.668392
SBGLP,37,60.48500061035156,47.0,32.0,12.0,29.0,55.069999885559085,800257.0,44070152.89841786
BAGFILMS,38,9.199999809265137,65.0,34.0,8.0,29.0,8.217499947547912,1832905.5,15061900.85011028
BANKA,39,115.6500015258789,72.0,31.0,7.0,29.0,75.5125,341833.75,25812721.046875
BSE,40,2190.97265625,34.0,34.0,14.0,29.0,2336.8809326171877,879321.15,2054868829.0820181
WOCKPHARMA,41,469.7000122070313,56.0,41.0,8.0,29.0,395.7174987792969,2868791.95,1135231174.9721818
GOKUL,42,61.04999923706055,64.0,35.0,8.0,29.0,44.94749984741211,1072055.15,48186198.69104236
RAILTEL,43,349.64520263671875,52.0,32.0,12.0,29.0,295.78223876953126,9328377.8,2759168469.771995
ASHAPURMIN,44,420.1499938964844,42.0,27.0,14.0,29.0,429.68249969482423,193036.8,82944534.75708984
PARACABLES,45,87.5,60.0,29.0,10.0,29.0,79.41249961853028,1679019.75,133335155.2563798
GPTINFRA,46,81.36888885498047,49.0,36.0,10.0,28.0,75.74812278747558,197196.0,14937226.821199035
FCSSOFT,47,4.25,60.0,34.0,8.0,28.0,4.060000014305115,47390619.6,192405916.25392827
ITI,48,307.25,46.0,30.0,12.0,28.0,295.6374984741211,5235317.15,1547756065.9446652
SYNCOMF,49,15.75,58.0,34.0,9.0,28.0,12.50750002861023,12093325.55,151257269.66261783
ANGELONE,50,3536.841796875,50.0,40.0,8.0,28.0,3162.109326171875,713406.25,2255868556.474304
NEWGEN,51,792.0433959960938,45.0,37.0,10.0,28.0,723.0151184082031,149755.7,108275635.16780335
AURIONPRO,52,1107.2796630859375,47.0,35.0,10.0,28.0,1027.9124969482423,33286.2,34215300.95591858
SREEL,53,406.3500061035156,56.0,33.0,9.0,28.0,343.45,167240.3,57438681.035
APOLLO,54,119.54359436035156,38.0,42.0,11.0,28.0,117.55203666687012,672788.05,79087605.52263206
PFS,55,43.650001525878906,55.0,31.0,10.0,28.0,39.592499542236325,6293184.6,249162908.39470866
SIKKO,56,97.8499984741211,64.0,34.0,7.0,28.0,80.42249984741211,327893.3,26369998.86921745
MSTCLTD,57,607.2622680664062,66.0,30.0,8.0,28.0,482.66820831298827,2244599.65,1083396891.4454606
MSPL,58,24.799999237060547,45.0,27.0,12.0,27.0,23.60750017166138,625551.95,14767717.767008109
SWANENERGY,59,509.7634887695313,51.0,36.0,8.0,27.0,483.8303817749023,9044876.75,4376186171.059438
SPENCERS,60,109.0500030517578,61.0,31.0,7.0,27.0,108.47000122070312,2081009.85,225727140.96979523
TARIL,61,119.0500030517578,53.0,28.0,10.0,27.0,99.87250022888183,2147532.4,214479430.11053115
MARINE,62,103.06151580810548,48.0,35.0,9.0,27.0,94.93599166870118,298018.9,28292719.80751549
GVKPIL,63,10.550000190734863,43.0,14.0,17.0,27.0,10.2625,4417249.45,45332022.480624996
HSCL,64,330.9090270996094,51.0,25.0,11.0,27.0,295.8285858154297,2585698.25,764923456.6429313
SIGNATURE,65,918.5499877929688,47.0,40.0,8.0,27.0,816.4424926757813,343255.5,280248376.04467165
ADANIGREEN,66,1598.4000244140625,61.0,33.0,7.0,27.0,1509.2825073242188,4362832.65,6584747001.0279665
PRESTIGE,67,1187.5611572265625,44.0,39.0,9.0,27.0,1130.8031188964844,1445356.0,1634413072.715747
RECLTD,68,403.30224609375,45.0,29.0,11.0,27.0,393.42022094726565,16203355.75,6374727799.252148
ONEPOINT,69,55.599998474121094,43.0,31.0,11.0,27.0,50.597500228881835,939727.45,47547859.86646154
MHLXMIRU,70,315.3999938964844,60.0,32.0,7.0,27.0,275.51999893188474,106058.85,29221334.238716926
RPPINFRA,71,121.9499969482422,52.0,32.0,9.0,27.0,100.4875,110667.05,11120655.186875
BDL,72,855.439697265625,60.0,34.0,6.0,27.0,730.7416137695312,3856254.4,2817925563.3618555
BHAGYANGR,73,100.8499984741211,64.0,28.0,7.0,27.0,82.46749992370606,537227.45,44303804.691887796
IDEA,74,17.0,55.0,28.0,10.0,27.0,13.707499980926514,318306991.55,4363193080.600401
SEPC,75,21.299999237060547,45.0,32.0,9.0,26.0,21.002499961853026,14939347.8,313763651.5996091
SHRIPISTON,76,1516.8450927734375,64.0,29.0,6.0,26.0,1146.7221588134767,321478.95,368647035.55708975
MODISONLTD,77,132.2668914794922,49.0,35.0,8.0,26.0,127.10213050842285,275280.2,34988699.90678474
TECHNOE,78,809.9970092773438,46.0,32.0,9.0,26.0,754.9534851074219,267103.15,201650453.9756705
GLOBALVECT,79,129.60000610351562,55.0,33.0,7.0,26.0,111.14499931335449,242680.05,26972673.99061483
EMKAY,80,139.5341339111328,49.0,33.0,8.0,26.0,128.44036026000975,404101.0,51902878.0214302
ATGL,81,1000.6854248046876,59.0,33.0,6.0,26.0,1016.2512908935547,7322279.05,7441275536.845331
TARC,82,137.0500030517578,51.0,29.0,9.0,26.0,129.77999992370604,1580361.8,205099354.28342795
LOKESHMACH,83,358.75,49.0,35.0,8.0,26.0,329.52749786376955,171470.4,56504211.86969971
PRITIKAUTO,84,33.5,47.0,37.0,8.0,26.0,33.31499986648559,1376458.35,45856709.746472985
SARVESHWAR,85,5.849999904632568,54.0,20.0,11.0,26.0,4.9899999618530275,2091495.35,10436561.716715785
CCHHL,86,14.300000190734863,51.0,30.0,8.0,26.0,13.914999961853027,1071477.05,14909603.109876394
JKIL,87,591.1184692382812,58.0,26.0,8.0,26.0,489.8126251220703,1134671.85,555776597.5006161
NAVKARCORP,88,102.5999984741211,48.0,35.0,8.0,26.0,96.9875,1967281.4,190801704.7825
BALMLAWRIE,89,216.4911346435547,59.0,29.0,7.0,26.0,184.09265594482423,4071963.6,749618594.034648
JPPOWER,90,14.75,47.0,29.0,10.0,26.0,13.86500005722046,96514873.1,1338178721.0541253
KALYANKJIL,91,361.4897155761719,44.0,31.0,10.0,26.0,329.8855682373047,2284821.3,753729572.8711972
SURANAT&P,92,16.0,62.0,26.0,7.0,26.0,14.042499923706055,1205397.65,16926796.408160456
SHYAMMETL,93,637.8416137695312,58.0,28.0,7.0,26.0,546.3934646606446,1999410.6,1092464885.0132182
NATIONALUM,94,128.1189727783203,60.0,28.0,7.0,26.0,102.83629455566407,41980962.9,4317166666.514805
GOODLUCK,95,995.3278198242188,47.0,32.0,9.0,26.0,904.0555023193359,127034.55,114846283.9121608
TVSHLTD,96,7766.5771484375,55.0,29.0,8.0,26.0,7248.229296875,17779.0,128866268.66914062
ANANDRATHI,97,1283.699951171875,38.0,29.0,12.0,26.0,1278.695001220703,126639.7,161933551.34608945
GVT&D,98,527.8707885742188,53.0,24.0,10.0,26.0,457.0427215576172,54378.15,24853137.669268344
HLVLTD,99,28.700000762939453,51.0,25.0,9.0,25.0,27.705000019073488,3592514.25,99530607.36477178
INDOBORAX,100,230.794921875,56.0,28.0,7.0,25.0,190.12347488403321,525849.25,99976286.6751627
MCX,101,3165.280029296875,41.0,32.0,9.0,25.0,3196.543908691406,715286.4,2286444384.889805
IFGLEXPOR,102,794.0916748046875,34.0,35.0,10.0,25.0,823.1268005371094,50812.8,41825377.49033204
ORICONENT,103,39.30460357666016,53.0,31.0,7.0,25.0,31.41652593612671,698494.6,21944273.717144452
BBOX,104,295.8500061035156,47.0,30.0,8.0,25.0,257.51250076293945,112265.2,28909692.400651548
CESC,105,128.6757049560547,53.0,30.0,8.0,25.0,114.7456226348877,19101174.9,2191776206.9583883
GREENPOWER,106,22.850000381469727,39.0,36.0,9.0,25.0,22.867500209808348,14560934.3,332972168.1602556
WALCHANNAG,107,193.25,43.0,33.0,8.0,25.0,186.56250076293946,168746.3,31481731.72249321
GEEKAYWIRE,108,92.36881256103516,50.0,30.0,8.0,25.0,89.56190948486328,117921.1,10561238.884555511
ADANIPOWER,109,523.25,46.0,28.0,9.0,25.0,524.4925064086914,10388346.1,5448609683.429954
ALANKIT,110,19.100000381469727,55.0,35.0,6.0,25.0,16.205000114440917,3829264.3,62053228.41972452
BHEL,111,197.98367309570312,47.0,30.0,9.0,25.0,181.88220672607423,34235081.9,6226752243.419882
ENERGYDEV,112,27.25,61.0,27.0,6.0,25.0,26.180000019073486,988895.7,25889289.444861688
GSFC,113,269.0307922363281,54.0,31.0,7.0,25.0,225.84335861206054,9464593.85,2137515662.9830527
AHLADA,114,153.47108459472656,59.0,30.0,6.0,25.0,115.3028465270996,255050.3,29408025.59759071
COCHINSHIP,115,674.0289916992188,47.0,25.0,10.0,25.0,635.6909027099609,6031222.3,3833993148.3314466
PFC,116,374.9342346191406,43.0,32.0,9.0,25.0,372.2033004760742,17711105.0,6592131736.0783
SALSTEEL,117,24.5,55.0,30.0,6.0,25.0,21.592499923706054,1135386.7,24515837.233126868
BROOKS,118,145.9499969482422,49.0,32.0,8.0,25.0,130.475,137436.8,17932066.479999997
COFFEEDAY,119,65.05000305175781,61.0,25.0,7.0,25.0,56.625,14612638.35,827440646.56875
KPIGREEN,120,317.0899353027344,50.0,34.0,7.0,25.0,288.2686599731445,2106110.45,607125637.1769364
KIRIINDUS,121,414.4500122070313,61.0,30.0,6.0,25.0,348.88500213623047,905703.45,315986350.0880413
GMRAIRPORT,122,80.3499984741211,55.0,26.0,8.0,25.0,72.54500045776368,69859404.6,5067950538.686097
GMDCLTD,123,421.5939331054687,40.0,25.0,11.0,25.0,402.21181335449216,5169429.45,2079205593.0926151
ASIANENE,124,273.5,50.0,29.0,8.0,25.0,266.0374954223633,223116.4,59357328.24365418
TEXRAIL,125,173.60104370117188,49.0,27.0,9.0,25.0,165.00579071044922,5299695.75,874480487.7535572
JAYNECOIND,126,48.79999923706055,45.0,26.0,9.0,24.0,47.24749984741211,785827.75,37128396.4982172
NMDC,127,66.00442504882812,48.0,28.0,8.0,24.0,60.221828651428225,43824409.35,2639186070.625749
NFL,128,99.5947036743164,58.0,27.0,6.0,24.0,82.68705215454102,17441010.0,1442145703.4978714
PILITA,129,13.550000190734863,54.0,29.0,6.0,24.0,11.527500104904176,951506.7,10968493.584067026
BANCOINDIA,130,296.157470703125,47.0,24.0,9.0,24.0,277.92472076416016,358645.7,99676506.02576676
TFCILTD,131,133.3136749267578,52.0,27.0,7.0,24.0,122.39141654968262,3205124.6,392279740.01223487
PGIL,132,663.26904296875,43.0,25.0,10.0,24.0,634.5889556884765,16664.4,10575044.19317505
AJOONI,133,5.819083213806152,58.0,28.0,6.0,24.0,5.305505418777466,2343822.45,12435162.709127277
PTC,134,187.21218872070312,48.0,29.0,7.0,24.0,175.6322982788086,4963115.05,871683302.853644
MANINDS,135,279.1499938964844,47.0,28.0,8.0,24.0,267.09000091552736,636499.35,170002611.97423255
GEOJITFSL,136,79.69999694824219,49.0,29.0,7.0,24.0,73.45000038146972,2958368.25,217292149.09102792
SHAH,137,4.150000095367432,55.0,30.0,5.0,24.0,3.7199999928474425,6803505.35,25309039.853337537
TERASOFT,138,62.349998474121094,59.0,29.0,5.0,24.0,57.579999923706055,622998.25,35872239.187469006
MANINFRA,139,216.7611541748047,44.0,28.0,8.0,24.0,201.43847579956054,1821607.15,366941767.80158144
BSOFT,140,695.2781372070312,45.0,28.0,8.0,24.0,686.6261566162109,2312433.95,1587777635.5173433
VINEETLAB,141,81.75,49.0,32.0,6.0,24.0,70.21500015258789,171625.15,12050659.93343792
WELCORP,142,565.6395263671875,44.0,29.0,8.0,24.0,534.8801574707031,951217.45,508787339.44488066
CORALFINAC,143,59.51636505126953,49.0,29.0,7.0,24.0,55.19534854888916,585361.9,32309254.097740002
KIOCL,144,391.0499877929687,53.0,22.0,9.0,24.0,358.3524993896484,526930.2,188826754.1738873
NITCO,145,31.649999618530273,44.0,33.0,7.0,24.0,29.78749990463257,381745.0,11371229.15109396
PPL,146,408.0548400878906,35.0,31.0,10.0,24.0,425.37908935546875,182980.45,77836057.1908539
NIPPOBATRY,147,762.269775390625,44.0,29.0,8.0,24.0,716.0482604980468,20252.85,14502018.012627866
PRAKASH,148,174.46835327148438,46.0,23.0,9.0,24.0,166.58225021362304,518127.0,86310761.55643387
URJA,149,14.850000381469728,52.0,30.0,6.0,24.0,13.860000085830688,24859446.75,344551934.0887034
RAMKY,150,813.8499755859375,44.0,27.0,9.0,24.0,762.6550018310547,126019.1,96109096.94124788
IVC,151,11.364625930786133,51.0,30.0,7.0,24.0,10.786884260177612,3469494.8,37425038.84888807
NRBBEARING,152,353.83453369140625,54.0,25.0,7.0,24.0,293.15984497070315,629729.15,184611299.98753268
CASTROLIND,153,181.0622711181641,58.0,27.0,6.0,24.0,145.73292846679686,11830018.65,1724023261.6813228
RIIL,154,1414.1668701171875,54.0,29.0,6.0,24.0,1238.6767639160157,1371671.25,1699057305.1066363
MADRASFERT,155,115.1500015258789,52.0,30.0,6.0,24.0,105.14000015258789,4801037.7,504781104.51058024
PURVA,156,182.84689331054688,47.0,29.0,8.0,24.0,179.06116638183593,1281478.3,229462999.09101227
JYOTISTRUC,157,19.649999618530273,45.0,25.0,9.0,24.0,19.192499923706055,1908409.6,36627151.10239991
DPABHUSHAN,158,668.5499877929688,45.0,19.0,11.0,24.0,618.6224975585938,18052.3,11167558.912677001
BIRLAMONEY,159,113.8499984741211,44.0,28.0,8.0,23.0,106.47249984741211,615273.15,65509670.36949177
NBCC,160,54.21406173706055,42.0,27.0,8.0,23.0,53.003603553771974,39297798.5,2082924932.230015
JYOTHYLAB,161,479.0111083984375,44.0,25.0,9.0,23.0,463.56027069091795,953731.35,442111962.77241457
SASKEN,162,1435.8004150390625,54.0,27.0,6.0,23.0,1258.6287658691406,62279.1,78386266.77244079
BRNL,163,52.400001525878906,52.0,25.0,7.0,23.0,48.69750061035156,555308.3,27042126.27818329
KAMATHOTEL,164,281.04998779296875,59.0,28.0,5.0,23.0,258.4174995422363,102574.6,26507071.648545075
PENINLAND,165,49.75,36.0,31.0,8.0,23.0,50.747500038146974,1350371.15,68527959.98613757
DREDGECORP,166,615.2999877929688,49.0,25.0,7.0,23.0,575.2975036621094,753313.4,433379318.49521613
TEXINFRA,167,106.52084350585938,42.0,31.0,7.0,23.0,104.56071815490722,1645647.3,172070063.51768404
