Stock,Rank,Latest_Price,1M_Return_Normalized,3M_Return_Normalized,6M_Return_Normalized,Strength_Score_Normalized,20_MA,20_MAV,Liquidity
HINDZINC,1070,301.50494384765625,41.0,19.0,4.0,17.0,298.4263290405273,948451.9,283043018.7885133
HINDUNILVR,1071,2609.3232421875,41.0,20.0,4.0,17.0,2519.1111328125,1798222.3,4529921815.201699
HINDOILEXP,1072,181.8000030517578,46.0,20.0,3.0,17.0,170.62750015258788,2358347.35,402398912.82198024
HINDMOTORS,1073,17.399999618530273,39.0,21.0,5.0,17.0,16.86500005722046,635326.0,10714773.026353646
HAPPSTMNDS,1074,897.2706909179688,44.0,19.0,3.0,17.0,887.7086334228516,832487.95,739006740.4354911
HIKAL,1075,298.562255859375,43.0,18.0,4.0,17.0,293.3583099365234,324784.15,95278129.33817032
HDFCBANK,1076,1675.2239990234375,43.0,21.0,4.0,17.0,1637.1070739746094,18715414.8,30639137961.4491
HAVELLS,1077,1351.22314453125,42.0,18.0,4.0,17.0,1333.9113403320312,607406.3,810226151.7591199
GOKEX,1078,813.6500244140625,30.0,19.0,7.0,17.0,886.6999969482422,289202.7,256436033.20742342
GODFRYPHLP,1079,2059.3955078125,40.0,17.0,5.0,17.0,2062.8153747558595,40738.1,84035179.01834168
KINGFA,1080,2310.856201171875,40.0,18.0,5.0,17.0,2283.9535278320313,8974.3,20496884.144822996
JSWHL,1081,5185.89990234375,40.0,19.0,4.0,17.0,5132.267529296875,7702.5,39531290.64440918
KIMS,1082,391.6199951171875,40.0,18.0,4.0,17.0,391.85699462890625,601941.75,235875085.09666443
FINPIPE,1083,209.1585998535156,41.0,16.0,5.0,17.0,209.34211349487305,1140624.7,238780785.4024555
FIVESTAR,1084,734.7000122070312,39.0,19.0,4.0,17.0,721.9825012207032,1692568.3,1222004694.7208736
FOCUS,1085,175.42237854003906,37.0,18.0,6.0,17.0,178.9557098388672,188037.8,33650437.97553894
KANSAINER,1086,331.0313720703125,42.0,19.0,4.0,17.0,327.1560592651367,524809.9,171694738.7473305
KANORICHEM,1087,134.5,42.0,18.0,5.0,17.0,136.55499954223632,290816.6,39712460.67987472
GANESHBE,1088,161.5500030517578,39.0,20.0,4.0,17.0,159.2599998474121,285099.2,45404898.54849731
GANESHHOUC,1089,417.4794616699219,44.0,17.0,4.0,17.0,391.93858795166017,62103.25,24340660.11220894
JUBLFOOD,1090,560.3917846679688,40.0,19.0,4.0,17.0,562.4475128173829,1974837.95,1110742693.194879
JSWENERGY,1091,408.7033386230469,38.0,16.0,5.0,17.0,427.7356414794922,3838120.5,1641700934.1430893
GOACARBON,1092,557.25146484375,41.0,20.0,4.0,17.0,535.9164123535156,109297.5,58574324.079208374
GARFIBRES,1093,670.2803955078125,40.0,19.0,4.0,17.0,670.2194732666015,76984.0,51596175.929956056
GENUSPAPER,1094,19.399999618530273,40.0,15.0,5.0,17.0,19.692499923706055,923999.15,18195853.19087946
JISLJALEQS,1095,63.099998474121094,35.0,18.0,6.0,17.0,65.22249984741211,5955030.9,388402001.96658444
GENUSPOWER,1096,233.16246032714844,39.0,16.0,6.0,17.0,230.4913215637207,552924.05,127444195.00886479
JHS,1097,25.25,42.0,20.0,4.0,17.0,26.382500076293944,427749.9,11285111.769384727
JAYBARMARU,1098,115.8723373413086,45.0,20.0,3.0,17.0,105.18903427124023,188399.45,19817556.202732813
GHCL,1099,593.2907104492188,44.0,18.0,5.0,17.0,558.5246490478515,368957.3,206071746.49614286
ITC,1100,446.1934814453125,42.0,20.0,4.0,17.0,435.13515625,12236289.2,5324439612.962188
IRISDOREME,1101,83.19999694824219,45.0,18.0,4.0,17.0,76.15249900817871,527376.8,40161061.23893646
NITINSPIN,1102,327.7780456542969,36.0,21.0,5.0,17.0,339.8578796386719,166619.0,56626780.04751587
MAHLIFE,1103,542.705810546875,40.0,18.0,4.0,17.0,533.2575225830078,312256.7,166513234.2519455
PIXTRANS,1104,1314.12109375,36.0,20.0,6.0,17.0,1359.722344970703,26587.15,36151141.944087826
RAYMOND,1105,1732.222900390625,45.0,17.0,4.0,17.0,1708.4888793945313,402057.65,686911023.9004987
POLICYBZR,1106,800.9000244140625,38.0,19.0,5.0,17.0,800.3875030517578,1306496.3,1045703311.3033603
CARYSIL,1107,818.83544921875,33.0,25.0,5.0,17.0,876.2147552490235,101313.0,88771945.49854432
ORIENTELEC,1108,227.8520965576172,43.0,19.0,4.0,17.0,220.92392959594727,787491.9,173975805.07297876
CROMPTON,1109,311.6483154296875,43.0,19.0,4.0,17.0,296.22477264404296,2662381.65,788663398.962922
PAGEIND,1110,37917.58203125,42.0,18.0,4.0,17.0,36800.7271484375,29192.3,1074297867.135332
PRUDENT,1111,1200.6812744140625,37.0,20.0,5.0,17.0,1220.1472900390625,24627.35,30048994.363343503
CENTUM,1112,1460.6683349609375,41.0,18.0,4.0,17.0,1387.9090209960937,11248.65,15612102.809027709
PARADEEP,1113,70.54270935058594,44.0,18.0,4.0,17.0,68.70830078125,5301342.3,364246221.29276365
DCMSHRIRAM,1114,1017.1397094726562,43.0,17.0,5.0,17.0,1001.3793701171875,290066.35,290466458.85519165
PRECWIRE,1115,120.74617767333984,42.0,16.0,6.0,17.0,121.98536224365235,788995.95,96245956.7695246
CUMMINSIND,1116,1921.8740234375,40.0,22.0,4.0,17.0,1924.7746643066407,558350.6,1074699088.6804113
CHEMFAB,1117,375.6402282714844,41.0,19.0,5.0,17.0,370.4972091674805,27628.5,10236282.143483736
HCC,1118,28.950000762939453,39.0,19.0,6.0,17.0,30.45249996185303,37157406.0,1131535904.7975576
PSB,1119,43.7087287902832,41.0,16.0,5.0,17.0,43.813392639160156,4104251.8,179821195.60337982
CHEMPLASTS,1120,488.25,41.0,18.0,4.0,17.0,486.3725021362305,192187.3,93474617.97980636
DALBHARAT,1121,2349.80419921875,41.0,18.0,4.0,17.0,2305.691455078125,424619.3,979041091.6712548
PETRONET,1122,219.1040802001953,45.0,17.0,4.0,17.0,207.3791976928711,5776530.05,1197932167.2177606
RBL,1123,838.4259033203125,42.0,19.0,4.0,17.0,817.625537109375,33350.4,27268138.712812502
PGHH,1124,17013.13671875,40.0,18.0,5.0,17.0,16915.53349609375,7212.65,122005822.67060058
PIDILITIND,1125,2683.912353515625,43.0,21.0,4.0,17.0,2613.8023193359377,408795.85,1068511540.8649061
DEEPINDS,1126,253.5086212158203,37.0,16.0,6.0,17.0,255.3760757446289,376854.35,96239585.03029288
ONMOBILE,1127,107.6999969482422,40.0,18.0,5.0,17.0,107.6375,992207.6,106798745.545
RAMCOSYS,1128,295.25,43.0,16.0,4.0,17.0,289.07250061035154,105101.4,30381924.5156488
CENTENKA,1129,433.8365783691406,42.0,19.0,4.0,17.0,422.4160842895508,35512.85,15001199.038962172
RAMCOCEM,1130,1011.16015625,39.0,20.0,4.0,17.0,1015.4242462158203,525568.6,533675099.48970395
CRISIL,1131,4193.76025390625,40.0,20.0,4.0,17.0,4188.359338378907,24090.45,100899461.22325014
CORDSCABLE,1132,112.75568389892578,41.0,18.0,5.0,17.0,113.847904586792,146205.3,16645167.044483298
ASAHIINDIA,1133,568.0101928710938,39.0,16.0,4.0,16.0,560.3386657714843,125076.65,70085283.18016692
VADILALIND,1134,2513.87060546875,42.0,17.0,4.0,16.0,2372.2673461914064,14572.35,34569510.06227234
AAVAS,1135,1561.199951171875,44.0,15.0,4.0,16.0,1512.8374877929687,372586.8,563663278.4968213
RELIGARE,1136,217.5500030517578,38.0,16.0,5.0,16.0,218.15250091552736,893241.4,194862845.33128694
LINDEINDIA,1137,5661.2294921875,37.0,17.0,5.0,16.0,5725.46328125,46331.4,265268729.46890628
FUSION,1138,586.4000244140625,41.0,18.0,4.0,16.0,576.6450012207031,569761.25,328549976.70175934
SADHNANIQ,1139,90.94982147216795,38.0,20.0,3.0,16.0,89.5379249572754,3072527.55,275107741.2010612
ASAL,1140,418.5499877929687,39.0,18.0,5.0,16.0,415.5349975585938,35984.45,14952798.342897339
ANDHRSUGAR,1141,110.1294403076172,41.0,17.0,4.0,16.0,108.04035224914551,368110.55,39770793.48862669
VALIANTLAB,1142,175.1999969482422,39.0,19.0,4.0,16.0,175.12499923706054,167138.9,29270199.734983135
VAIBHAVGBL,1143,385.479248046875,36.0,16.0,5.0,16.0,395.16504364013673,438963.7,173463109.6669359
KANANIIND,1144,3.900000095367432,41.0,17.0,4.0,16.0,3.926249992847443,4152393.3,16303334.16442477
GALAXYSURF,1145,2729.75537109375,39.0,19.0,4.0,16.0,2708.1594360351564,26910.4,72877653.68748048
HGS,1146,986.6273803710938,39.0,18.0,4.0,16.0,989.3409606933594,25608.25,25335290.656675722
KAJARIACER,1147,1297.3663330078125,37.0,17.0,4.0,16.0,1353.772198486328,184042.85,249152093.6601895
PRIVISCL,1148,1179.8309326171875,37.0,18.0,4.0,16.0,1257.5550354003906,28847.7,36277570.39471985
AMRUTANJAN,1149,611.6776733398438,41.0,18.0,3.0,16.0,592.4037841796875,35819.85,21219814.688748777
AMIORG,1150,1141.9976806640625,42.0,16.0,3.0,16.0,1127.6921447753907,543107.85,612458456.2108512
GANECOS,1151,981.2362670898438,40.0,18.0,4.0,16.0,986.2020477294922,48944.85,48269511.29581283
UPL,1152,591.6748657226562,41.0,17.0,3.0,16.0,589.2415802001954,2814270.65,1658285284.9170308
CONFIPET,1153,88.7533187866211,36.0,18.0,4.0,16.0,92.94625053405761,1998626.0,185764792.91988143
APLAPOLLO,1154,1522.8505859375,37.0,16.0,5.0,16.0,1587.4873291015624,714508.7,1134273507.7828295
CIEINDIA,1155,491.533203125,40.0,19.0,4.0,16.0,476.79615020751953,603182.5,287595093.87254715
TMB,1156,493.5431518554687,38.0,16.0,5.0,16.0,500.69137420654295,139532.0,69862468.82578735
POKARNA,1157,480.3341369628906,36.0,18.0,5.0,16.0,497.0473831176758,67962.55,33780607.6275042
SAPPHIRE,1158,281.8500061035156,39.0,18.0,4.0,16.0,283.47399749755857,564945.0,160147217.51625824
POLYMED,1159,1467.888427734375,35.0,19.0,5.0,16.0,1543.6949401855468,91996.3,142014222.82579163
KUANTUM,1160,171.66766357421875,42.0,18.0,3.0,16.0,173.27995529174805,259931.35,45040892.706923716
LALPATHLAB,1161,2542.265380859375,38.0,19.0,4.0,16.0,2551.724890136719,255584.45,652181202.5969037
PONNIERODE,1162,402.4617309570313,38.0,17.0,4.0,16.0,400.85718688964846,49991.4,20039411.972675174
APTECHT,1163,264.7618103027344,43.0,17.0,3.0,16.0,265.57800750732423,781646.0,207587987.25606996
TRIDENT,1164,36.20051574707031,40.0,18.0,4.0,16.0,36.200517082214354,10945812.05,396244056.09473276
KMSUGAR,1165,31.549999237060547,37.0,16.0,5.0,16.0,31.697499656677245,531410.8,16844393.650554582
TRITURBINE,1166,417.0661926269531,38.0,18.0,4.0,16.0,411.09288177490237,531728.4,218589760.277558
TVSELECT,1167,358.2473449707031,42.0,18.0,3.0,16.0,352.3380584716797,204328.05,71992548.42830428
APOLLOPIPE,1168,681.5166625976562,40.0,17.0,4.0,16.0,685.2257934570313,73782.75,50557843.41219177
BORORENEW,1169,438.7000122070313,39.0,19.0,3.0,16.0,432.5949996948242,358072.4,154900329.76872498
CMSINFO,1170,373.5049743652344,38.0,20.0,4.0,16.0,377.1896255493164,603024.95,227454755.08739525
SAREGAMA,1171,362.9390563964844,39.0,18.0,4.0,16.0,362.7157684326172,387700.35,140625030.37184465
PRAJIND,1172,551.8948974609375,34.0,16.0,6.0,16.0,561.7294830322265,2161594.15,1214231164.4049852
KFINTECH,1173,480.2165222167969,35.0,18.0,5.0,16.0,504.50574493408203,2392071.0,1206813561.7902145
PNCINFRA,1174,349.3172302246094,41.0,16.0,4.0,16.0,344.4414825439453,597606.55,205840486.0599724
TTML,1175,91.4000015258789,39.0,16.0,5.0,16.0,91.87750091552735,5603735.5,514857213.5316231
PSPPROJECT,1176,766.2000122070312,39.0,17.0,4.0,16.0,766.7150024414062,119191.2,91385681.19899413
CAMPUS,1177,284.30712890625,40.0,17.0,3.0,16.0,277.40516357421876,964996.8,267695095.15259767
VGUARD,1178,290.52734375,39.0,17.0,4.0,16.0,292.7930511474609,333223.15,97565422.80146804
AGI,1179,822.4183349609375,34.0,16.0,6.0,16.0,865.3850036621094,164171.45,142071510.8594638
JLHL,1180,1105.220703125,40.0,18.0,4.0,16.0,1123.3245666503906,90394.65,101542531.03876372
INDIGOPNTS,1181,1489.72216796875,39.0,18.0,4.0,16.0,1476.9619567871093,72130.2,106533561.33544555
INDIANHUME,1182,244.55165100097656,38.0,18.0,4.0,16.0,256.91625747680666,113247.4,29095098.176978912
AETHER,1183,882.4500122070312,46.0,16.0,3.0,16.0,850.6424957275391,368120.55,313138983.3805943
INDIAMART,1184,2703.846923828125,42.0,17.0,4.0,16.0,2711.6625366210938,339888.05,921661691.8301971
RAJRATAN,1185,764.5,42.0,18.0,4.0,16.0,753.8202117919922,79604.7,60007631.813637994
IIFL,1186,598.9266967773438,38.0,18.0,5.0,16.0,620.6555145263671,2293788.85,1423652698.9115942
IGPL,1187,483.6790161132813,44.0,16.0,4.0,16.0,453.5801300048828,51050.7,23155583.14284027
IGL,1188,210.625,42.0,16.0,3.0,16.0,202.65625076293946,4851267.1,983139601.935598
IFBIND,1189,955.0499877929688,37.0,20.0,5.0,16.0,950.6649932861328,39205.3,37271106.26128083
HNDFDS,1190,557.5499877929688,42.0,19.0,4.0,16.0,552.8100067138672,77799.8,43008507.96033753
IDFCFIRSTB,1191,87.80000305175781,40.0,16.0,4.0,16.0,88.44999961853027,40199213.1,3555620383.360217
PVRINOX,1192,1660.4000244140625,37.0,17.0,5.0,16.0,1731.3500122070313,631337.5,1093066188.3317566
ABFRL,1193,225.8500061035156,39.0,19.0,4.0,16.0,228.46749954223634,2495894.05,570230672.7258453
RAMASTEEL,1194,12.100000381469728,38.0,19.0,4.0,16.0,12.47416648864746,12398142.6,154656494.9423925
ICRA,1195,5562.13525390625,41.0,19.0,4.0,16.0,5583.128979492188,3270.0,18256831.762939453
GRINFRA,1196,1118.9986572265625,43.0,17.0,3.0,16.0,1171.3914855957032,168665.55,197573389.18331635
YATHARTH,1197,374.0,38.0,17.0,4.0,16.0,382.44750213623047,344511.15,131757428.77558023
GRMOVER,1198,190.9499969482422,41.0,17.0,5.0,16.0,195.06249923706056,229155.7,44699683.55641808
REDTAPE,1199,119.52590942382812,40.0,19.0,4.0,16.0,116.35754356384277,693277.8,80668101.81534508
ACCELYA,1200,1328.6661376953125,41.0,15.0,4.0,16.0,1294.1575988769532,40276.85,52124591.48632721
SBFC,1201,89.0,40.0,20.0,4.0,16.0,90.21750030517578,2808911.5,253412974.10846174
JIOFIN,1202,234.5500030517578,41.0,18.0,4.0,16.0,238.50250091552735,20108075.2,4795826223.797493
AEROFLEX,1203,156.50209045410156,40.0,19.0,4.0,16.0,151.93932037353517,685824.35,104203685.63462152
RML,1204,815.5,38.0,16.0,5.0,16.0,819.6824981689454,16904.45,13856281.806172028
ROHLTD,1205,317.74530029296875,41.0,19.0,4.0,16.0,326.881884765625,125860.3,41141452.08116699
RAIN,1206,153.46234130859375,43.0,17.0,4.0,16.0,147.45102920532227,2851670.45,420481742.80690455
CGPOWER,1207,447.4050598144531,38.0,18.0,5.0,16.0,455.4480926513672,1979819.45,901704992.2965788
CAMS,1208,2598.7861328125,36.0,19.0,5.0,16.0,2666.9619384765624,471609.2,1257763786.235381
ABBOTINDIA,1209,22437.021484375,39.0,18.0,4.0,16.0,22457.77216796875,16688.45,374785407.9365381
VINATIORGA,1210,1749.016357421875,41.0,16.0,4.0,16.0,1714.572528076172,91051.6,156114571.99738038
EVEREADY,1211,354.7589416503906,41.0,16.0,4.0,16.0,348.72574615478516,209620.5,73100065.27183914
JINDALPOLY,1212,651.929443359375,42.0,17.0,4.0,16.0,628.4068634033204,37597.4,23626464.20612
VIPCLOTHNG,1213,47.70000076293945,42.0,16.0,4.0,16.0,45.85499954223633,356853.7,16363526.25014534
VIPIND,1214,607.7169799804688,41.0,16.0,4.0,16.0,607.2412261962891,1047297.2,635962035.9199401
VIRINCHI,1215,32.45000076293945,47.0,16.0,3.0,16.0,31.575000095367432,782192.75,24697736.155845713
VISAKAIND,1216,88.08170318603516,40.0,18.0,4.0,16.0,87.05599517822266,481577.9,41924243.340338595
JCHAC,1217,1119.6500244140625,39.0,17.0,4.0,16.0,1129.2949951171875,22359.95,25250979.626070555
VISHWARAJ,1218,16.66452980041504,39.0,16.0,4.0,16.0,16.508763599395753,1265051.65,20884438.630875535
JAMNAAUTO,1219,109.72188568115234,40.0,17.0,4.0,16.0,107.56715354919433,1282253.1,137928316.09663045
ROSSARI,1220,798.810546875,42.0,17.0,4.0,16.0,805.444384765625,173735.95,139934645.3594214
CANFINHOME,1221,767.8392333984375,37.0,18.0,4.0,16.0,771.1914794921875,1132128.85,873088122.8072889
ALICON,1222,858.382568359375,41.0,18.0,4.0,16.0,838.8388305664063,30489.45,25575734.582612917
JAGRAN,1223,90.97718048095705,39.0,16.0,4.0,16.0,89.84771118164063,571126.5,51314408.82018128
VSTIND,1224,297.2548522949219,42.0,18.0,4.0,16.0,293.39820861816406,117676.9,34526191.65573883
VSTTILLERS,1225,3683.619873046875,36.0,18.0,5.0,16.0,3866.031494140625,10913.1,42190388.298706055
VTL,1226,389.68115234375,38.0,19.0,4.0,16.0,392.7210403442383,214213.95,84126325.30024865
GMMPFAUDLR,1227,1590.3375244140625,43.0,15.0,4.0,16.0,1537.0034606933593,325916.95,500935480.0486246
GNA,1228,446.9910583496094,41.0,17.0,4.0,16.0,429.0292694091797,139674.9,59924620.30180023
RADIANTCMS,1229,86.79801177978516,40.0,18.0,4.0,16.0,86.78830146789551,538216.7,46710913.21465587
RBA,1230,115.0500030517578,40.0,16.0,4.0,16.0,113.45000038146972,2185836.0,247983095.03383026
ROSSELLIND,1231,461.8623962402344,37.0,15.0,5.0,16.0,470.91522521972655,71262.1,33558407.871130675
LMW,1232,13658.7841796875,41.0,17.0,4.0,16.0,13453.67138671875,4845.55,65190437.387915045
RGL,1233,103.9499969482422,42.0,18.0,4.0,16.0,101.71000061035156,170094.25,17300286.271317292
LUMAXIND,1234,2454.56396484375,36.0,19.0,5.0,16.0,2544.6663330078127,7202.25,18327323.09690552
SPORTKING,1235,82.05448913574219,41.0,19.0,4.0,16.0,79.47484130859375,188829.0,15007154.80946045
SSWL,1236,263.29266357421875,37.0,16.0,5.0,16.0,267.4826835632324,241812.4,64680629.670865774
AARTIDRUGS,1237,493.2804870605469,40.0,16.0,4.0,16.0,488.84456024169924,475321.75,232358451.8520649
EASEMYTRIP,1238,20.350000381469727,43.0,17.0,4.0,16.0,19.525356388092042,34678738.6,677114730.2544842
STEELCAS,1239,609.6013793945312,39.0,16.0,5.0,16.0,603.2942321777343,73748.4,44491984.35233642
STEELXIND,1240,10.449999809265137,43.0,20.0,3.0,16.0,10.107499980926514,5023141.45,50771402.11006618
MOLDTKPAC,1241,920.2438354492188,42.0,18.0,3.0,16.0,875.0212860107422,72695.3,63609934.89293671
STLTECH,1242,148.4499969482422,40.0,16.0,4.0,16.0,146.0,1375187.5,200777375.0
STYLAMIND,1243,1706.0999755859375,36.0,18.0,4.0,16.0,1750.6150024414062,28357.6,49643239.99323242
MMP,1244,205.35791015625,41.0,14.0,4.0,16.0,206.59782028198242,53065.0,10963113.333263397
CELLO,1245,795.3214111328125,40.0,18.0,4.0,16.0,787.3717102050781,361266.4,284450943.2076318
EIHAHOTELS,1246,232.5676116943359,43.0,17.0,4.0,16.0,227.13682861328124,80732.3,18337278.588656005
MIRZAINT,1247,46.95000076293945,42.0,19.0,4.0,16.0,46.69749984741211,654894.2,30581921.804571074
SUMICHEM,1248,404.0279846191406,40.0,17.0,3.0,16.0,402.2794784545898,283808.55,114170355.47495337
EKC,1249,126.48348999023438,37.0,20.0,4.0,16.0,130.2371467590332,552777.15,71992118.80959012
BIGBLOC,1250,82.08161926269531,41.0,18.0,4.0,16.0,80.05326805114746,295838.9,23682870.76165661
SUNDRMFAST,1251,1239.299560546875,39.0,17.0,4.0,16.0,1240.0550476074218,137767.85,170839717.79052216
DABUR,1252,552.2168579101562,41.0,18.0,4.0,16.0,539.0144897460938,2507212.75,1351424001.1261506
METROBRAND,1253,1224.0916748046875,35.0,18.0,5.0,16.0,1288.9928039550782,86139.4,111033066.73700805
MENONBE,1254,138.19590759277344,41.0,17.0,4.0,16.0,135.35518493652344,164654.35,22286819.99485306
HDFCLIFE,1255,646.5014038085938,38.0,19.0,4.0,16.0,662.8482971191406,3788202.9,2511003841.4067903
MBAPL,1256,293.9203186035156,41.0,17.0,4.0,16.0,289.6003128051758,38397.25,11119855.610858537
MATRIMONY,1257,570.4373779296875,43.0,18.0,3.0,16.0,536.6138854980469,32198.65,17278242.684291687
SUTLEJTEX,1258,59.29999923706055,33.0,20.0,5.0,16.0,62.63999977111816,395112.55,24749850.041565914
SRHHYPOLTD,1259,573.9747314453125,45.0,17.0,3.0,16.0,567.4137634277344,44695.9,25361068.828789674
MSUMI,1260,60.85908508300781,40.0,17.0,4.0,16.0,59.86516895294189,7303209.3,437207858.64319646
AVALON,1261,544.2000122070312,43.0,16.0,3.0,16.0,528.7199981689453,388350.6,205328728.52090877
MTARTECH,1262,2202.35009765625,39.0,15.0,5.0,16.0,2249.1875,250572.6,563584759.7625
DELTACORP,1263,150.14178466796875,44.0,21.0,2.0,16.0,140.24382705688475,7853409.3,1101392175.6761303
DEVYANI,1264,191.75,43.0,15.0,4.0,16.0,187.31250076293946,3308988.8,619814967.1245581
NILKAMAL,1265,2206.84765625,40.0,17.0,3.0,16.0,2215.38525390625,4760.7,10546784.578271484
SHARDACROP,1266,446.65423583984375,43.0,19.0,3.0,16.0,428.5283950805664,278588.5,119383082.79290237
BATAINDIA,1267,1617.632080078125,40.0,18.0,4.0,16.0,1621.5586791992187,310101.1,502847130.1342248
BASML,1268,48.04999923706055,38.0,18.0,4.0,16.0,48.55499973297119,243836.3,11839471.481388682
SHANKARA,1269,711.2883911132812,42.0,19.0,4.0,16.0,706.8895416259766,145863.0,103109029.21018982
DIVGIITTS,1270,978.2639770507812,39.0,17.0,4.0,16.0,989.441293334961,26671.65,26390031.871377412
SHALPAINTS,1271,178.8000030517578,34.0,20.0,5.0,16.0,182.07499923706055,1279913.2,233040194.91350374
SIYSIL,1272,523.1011352539062,39.0,17.0,4.0,16.0,526.7387878417969,74100.1,39031396.85295594
SJS,1273,616.1217041015625,39.0,16.0,4.0,16.0,626.5384887695312,129904.5,81390169.11436157
BARBEQUE,1274,668.6500244140625,41.0,16.0,4.0,16.0,664.7050018310547,144600.05,96116376.5000206
BHAGERIA,1275,163.89096069335938,38.0,18.0,4.0,16.0,166.69042739868163,85937.5,14324958.604574203
BANSWRAS,1276,147.32827758789062,41.0,17.0,3.0,16.0,143.44873657226563,139014.3,19941425.700477906
ORIENTPPR,1277,42.89692687988281,43.0,14.0,4.0,16.0,42.72772998809815,2330304.4,99568617.19327706
DONEAR,1278,100.08450317382812,39.0,17.0,4.0,16.0,101.15023803710938,185526.35,18766034.464656066
NAVINFLUOR,1279,3844.66357421875,42.0,18.0,3.0,16.0,3797.69609375,153822.1,584169588.3024219
DPWIRES,1280,567.5,34.0,17.0,5.0,16.0,599.8999969482422,70101.95,42054159.59106583
ESAFSFB,1281,67.93482208251953,40.0,18.0,4.0,16.0,67.95947036743163,3313495.1,225183372.06107992
NAHARSPING,1282,287.6662292480469,36.0,20.0,4.0,16.0,291.15053405761716,61489.05,17902569.746195525
DREAMFOLKS,1283,550.5445556640625,39.0,21.0,3.0,16.0,542.207144165039,253440.45,137417222.61040238
MUNJALSHOW,1284,141.2728729248047,40.0,17.0,4.0,16.0,137.9592742919922,215320.55,29705466.818152618
BHARATRAS,1285,9035.859375,40.0,17.0,4.0,16.0,9092.3755859375,1175.0,10683541.313476562
EMUDHRA,1286,455.531005859375,40.0,17.0,4.0,16.0,440.6228988647461,148369.85,65375153.41112755
MOL,1287,78.4000015258789,42.0,18.0,3.0,16.0,76.95999946594239,1195610.65,92014194.98547502
TATVA,1288,1595.1207275390625,42.0,18.0,3.0,16.0,1582.1623840332031,28141.05,44523710.75719757
SBICARD,1289,761.3089599609375,41.0,17.0,3.0,16.0,757.8046936035156,2042969.55,1548171913.8790622
TCI,1290,821.49755859375,38.0,19.0,4.0,16.0,816.5940795898438,32863.8,26836384.51282471
TDPOWERSYS,1291,265.8078308105469,38.0,18.0,4.0,16.0,271.8448287963867,585403.8,159138995.7877542
PFOCUS,1292,107.0,40.0,22.0,3.0,16.0,109.80750045776367,271036.15,29761802.165195506
SYMPHONY,1293,862.4921875,40.0,18.0,4.0,16.0,863.228271484375,95897.65,82781562.64891356
BIOCON,1294,255.19635009765625,43.0,17.0,4.0,16.0,246.16635971069337,3636800.65,895257977.0039835
AURUM,1295,127.9499969482422,38.0,19.0,4.0,16.0,131.8475028991699,130775.55,17242429.70776554
MARICO,1296,532.619384765625,41.0,17.0,4.0,16.0,527.4405181884765,1719576.85,906974504.8289082
TAJGVK,1297,229.2375640869141,42.0,17.0,4.0,16.0,228.00603561401368,101183.45,23070437.304248773
EPL,1298,196.3809814453125,41.0,20.0,4.0,16.0,196.08944549560547,1026443.75,201274785.7699299
RELAXO,1299,900.0503540039062,39.0,18.0,4.0,16.0,903.9184539794921,79672.45,72017397.82875839
MARUTI,1300,10187.0791015625,38.0,18.0,4.0,16.0,10275.0955078125,658200.4,6763071973.280392
HARDWYN,1301,28.89285659790039,39.0,19.0,3.0,16.0,29.012499523162838,410184.55,11900479.061283763
HARIOMPIPE,1302,626.0697631835938,36.0,19.0,4.0,16.0,653.1065399169922,65105.3,42520697.21325776
MAHSCOOTER,1303,7210.86767578125,36.0,17.0,5.0,16.0,7746.8658447265625,6842.6,53008704.22912598
ESTER,1304,95.1999969482422,43.0,19.0,3.0,16.0,89.34499893188476,175857.8,15712014.953163603
MARATHON,1305,423.7650451660156,34.0,17.0,5.0,16.0,437.0925659179687,58866.4,25730065.822353516
ESCORTS,1306,2943.573974609375,36.0,17.0,5.0,16.0,3063.5157836914063,311745.9,955038485.1510829
ASTRAL,1307,1900.99951171875,38.0,18.0,4.0,16.0,1926.0526184082032,457519.2,881206053.1320264
MAPMYINDIA,1308,1925.87109375,33.0,16.0,6.0,16.0,2090.625451660156,126877.1,265252494.4928308
MANORAMA,1309,400.24224853515625,39.0,17.0,5.0,16.0,384.4016860961914,70203.75,26986439.870275497
SKFINDIA,1310,4508.15625,40.0,15.0,3.0,15.0,4509.310205078125,36286.15,163625506.49799562
TCIEXP,1311,1364.5618896484375,39.0,17.0,3.0,15.0,1379.5451293945312,29605.0,40841433.5557251
IGARASHI,1312,517.7796020507812,37.0,14.0,4.0,15.0,523.1829864501954,57936.3,30311286.457874455
KEC,1313,602.7105712890625,39.0,15.0,4.0,15.0,607.5427764892578,387862.05,235642786.75181532
HINDWAREAP,1314,504.1499938964844,38.0,16.0,4.0,15.0,508.14749908447266,73422.55,37309485.15890465
IDEAFORGE,1315,833.75,43.0,17.0,2.0,15.0,812.1850036621094,168320.7,136707548.34590882
ASKAUTOLTD,1316,285.036865234375,39.0,16.0,4.0,15.0,283.9994659423828,489110.05,138906992.98705214
RANASUG,1317,23.850000381469727,38.0,15.0,4.0,15.0,23.835000038146973,1348539.9,32142448.567942712
BALRAMCHIN,1318,412.0882263183594,34.0,17.0,4.0,15.0,401.2765167236328,5601120.5,2247598123.9893327
ABCAPITAL,1319,166.0500030517578,38.0,16.0,3.0,15.0,164.76499938964844,5395801.25,889039189.6629143
DRCSYSTEMS,1320,14.316665649414062,31.0,19.0,4.0,15.0,14.611666297912597,1073832.3,15690479.22751997
